Unnamed: 0,箱番号,サンプル番号,連番,サンプル名,サンプル名推測,メモ日付,メモ人名（ご依頼者）,メモ1,メモ2,番号A1,番号A2,番号A3,番号A,番号B1,番号B2,番号B3,番号B4,番号B,日付,個数,計測値C(g),計測値B,計測値A(%),備考
,22,333.0,596,サンプル0333,,,,サンプル1559,,20230918,1.0,H0024,202301011427H1427,,,,, ,20230918,1134.5,23.18,24.4793974990721,13.2,
,22,334.0,597,,,,,サンプル1560,,20231004,1.0,H0054,202301011428H1428,,,,, ,20231004,1049.4,22.73,21.5274429877609,15.5,
,22,335.0,598,サンプル0334,,,,サンプル1561,,,,,,,,,, ,,1087.3,23.23,20.8241718261604,14.3,
,22,336.0,599,サンプル0335,,,,サンプル1562,,20230921,1.0,H0013,202301011429H1429,,,,, ,20230921,959.7,24.17,23.0350459147589,14.9,
,22,337.0,600,サンプル0336,,,,サンプル1563,,20230923,1.0,H0014,202301011430H1430,,,,, ,20230923,956.8,21.95,23.43885518574,14.1,
,22,338.0,601,サンプル0337,,,,サンプル1564,,20230924,1.0,H0015,202301011431H1431,,,,, ,20230924,1092.3,24.54,21.9280611804192,12.7,
,22,339.0,602,サンプル0338,,,,サンプル1565,,20231001,1.0,H0020,202301011432H1432,,,,, ,20231001,931.0,22.68,22.7769731430529,14.9,
,22,340.0,603,サンプル0339,,,,,,20230911,1.0,H0003,202301011433H1433,,,,, ,20230911,1018.5,23.8,22.6426597270094,15.2,
,22,341.0,604,サンプル0340,,,,,,20230913,1.0,H0004,202301011434H1434,,,,, ,20230913,1029.1,23.24,25.4804947668887,15.6,
,22,342.0,605,サンプル0341,,,,,,20230913,1.0,H0005,202301011435H1435,,,,, ,20230913,1036.2,23.15,20.3737991145392,14.3,
,22,343.0,606,サンプル0342,,,,,,20230914,1.0,H0007,202301011436H1436,,,,, ,20230914,1122.0,24.19,23.60113286841,14.0,
,22,344.0,607,サンプル0343,,,,,,20230915,1.0,H0008,202301011437H1437,,,,, ,20230915,1024.8,23.47,22.8130268671374,14.4,
,22,345.0,608,サンプル0344,,,,,,20230915,1.0,H0009,202301011438H1438,,,,, ,20230915,1075.9,23.05,22.283999479557,13.6,
,22,346.0,609,サンプル0345,,,,,,20230916,1.0,H0010,202301011439H1439,,,,, ,20230916,1083.8,22.22,21.8515559948524,13.7,
,22,347.0,610,サンプル0346,,,,,,20230918,1.0,H0011,202301011440H1440,,,,, ,20230918,1051.7,23.84,22.1071664082683,14.8,
,22,,611,,,,,,,,,,,,,,, ,,,,,,
,22,,612,,,,,,,,,,,,,,, ,,,,,,
,22,348.0,613,サンプル0347,,,,,,20230924,1.0,H0017,202301011441H1441,,,,, ,20230924,1056.1,23.76,22.3422551104982,14.6,
,22,349.0,614,サンプル0348,,,,,,20230925,1.0,H0019,202301011442H1442,,,,, ,20230925,1061.4,24.33,23.5624914820499,14.1,
,22,350.0,615,サンプル0349,,,,,,20230925,1.0,H0020,202301011443H1443,,,,, ,20230925,951.2,23.46,22.2324709562945,16.0,
,22,351.0,616,サンプル0350,,,,,,20230925,1.0,H0021,202301011444H1444,,,,, ,20230925,1083.3,24.89,23.8807624744607,14.1,
,22,352.0,617,サンプル0351,,,,,,20230926,1.0,H0022,202301011445H1445,,,,, ,20230926,1002.0,22.77,23.7837372037131,15.4,
,22,353.0,618,サンプル0352,,,,,,20230926,1.0,H0023,202301011446H1446,,,,, ,20230926,1104.1,24.72,21.3592783848067,14.8,
,22,,619,,,,,,,,,,,,,,, ,,,,,,
,22,354.0,620,サンプル0353,,,,,,20230930,1.0,H0030,202301011447H1447,,,,, ,20230930,1008.1,25.85,22.1777352744035,14.6,
,22,355.0,621,サンプル0354,,,,,,20231001,1.0,H0031,202301011448H1448,,,,, ,20231001,1008.4,23.59,23.599161168414,14.2,
,22,,622,,,,,,,,,,,,,,, ,,,,,,
,22,356.0,623,サンプル0355,,,,,,20231010,1.0,H0044,202301011449H1449,,,,, ,20231010,1069.2,23.21,19.9721064660181,13.9,
,22,357.0,624,,,,,,,20230923,1.0,H0010,202301011450H1450,,,,, ,20230923,1095.3,21.88,23.4871230321762,14.6,
,22,,625,,,,,,,,,,,,,,, ,,,,,,
,22,358.0,626,,,,,,,20230924,1.0,H0012,202301011451H1451,,,,, ,20230924,1068.4,22.77,21.597632287616,12.6,
,22,,627,,,,,,,,,,,,,,, ,,,,,,
,22,,628,,,,,,,,,,,,,,, ,,,,,,
,22,359.0,629,,,,,,,20231003,1.0,H0018,202301011452H1452,,,,, ,20231003,1006.4,25.32,22.9324747533811,14.8,
,22,360.0,630,,,,,,,20231004,1.0,H0019,202301011453H1453,,,,, ,20231004,1096.4,23.41,22.9211062921421,14.8,
,22,361.0,631,,,,,,,20231011,1.0,H0021,202301011454H1454,,,,, ,20231011,1039.7,23.01,22.0943474170716,14.0,
,22,362.0,632,,,,,,,20231013,1.0,H0024,202301011455H1455,,,,, ,20231013,1003.4,23.2,21.4954260757922,15.4,
,22,363.0,633,,,,,,,20231017,1.0,H0026,202301011456H1456,,,,, ,20231017,1030.6,23.36,23.346173122805,14.1,
,22,364.0,634,,,,,,,20231017,1.0,H0027,202301011457H1457,,,,, ,20231017,1050.3,23.05,23.6723876869719,14.7,
,22,365.0,635,,,,,,,20231019,1.0,H0028,202301011458H1458,,,,, ,20231019,1016.2,24.38,22.9104635152852,14.9,
,22,366.0,636,,,,,,,20231021,1.0,H0030,202301011459H1459,,,,, ,20231021,1109.3,24.51,20.5878304137574,14.2,
,22,367.0,637,,,,,,,20231022,1.0,H0031,202301011460H1460,,,,, ,20231022,1087.6,24.64,20.9569990587979,15.1,
,22,368.0,638,,,,,,,20231022,1.0,H0032,202301011461H1461,,,,, ,20231022,1028.7,24.23,21.9948044336635,14.1,
,22,369.0,639,,,,,,,20231023,1.0,H0033,202301011462H1462,,,,, ,20231023,994.9,24.42,22.364847391759,14.3,
,22,370.0,640,,,,,,,20231023,1.0,H0034,202301011463H1463,,,,, ,20231023,1091.2,21.75,20.8783152099036,14.4,
,22,,641,,,,,,,,,,,,,,, ,,,,,,
,22,,642,,,,,,,,,,,,,,, ,,,,,,
,22,371.0,643,,,,,,,20231030,1.0,H0038,202301011464H1464,,,,, ,20231030,995.4,23.05,22.6382111893804,13.8,
,22,372.0,644,,,,,,,20231030,1.0,H0039,202301011465H1465,,,,, ,20231030,957.6,24.76,24.547042467389,13.3,
,22,,645,,,,,,,,,,,,,,, ,,,,,,
,22,373.0,646,,,,,,,20231030,1.0,H0041,202301011466H1466,,,,, ,20231030,1045.1,22.74,20.8632878113881,12.8,
,22,374.0,647,,,,,,,20231031,1.0,H0042,202301011467H1467,,,,, ,20231031,985.0,23.43,24.0462389732221,14.4,
,22,,648,,,,,,,,,,,,,,, ,,,,,,
,22,,649,,,,,,,,,,,,,,, ,,,,,,
,22,375.0,650,サンプル0356,,,,サンプル1566,,20231010,1.0,H0010,202301011468H1468,,,,, ,20231010,1084.1,22.19,22.3194183499869,13.7,
,22,376.0,651,サンプル0357,,,,サンプル1567,,20231010,1.0,H0009,202301011469H1469,,,,, ,20231010,1030.0,22.29,23.0570482706532,14.1,
,22,377.0,652,サンプル0358,,,,サンプル1568,,20231014,1.0,H0011,202301011470H1470,,,,, ,20231014,1033.3,24.04,23.8854282194731,14.2,
,22,378.0,653,サンプル0359,,,,サンプル1569,,20231014,1.0,H0011,202301011471H1471,,,,, ,20231014,1118.2,23.23,22.4900117385368,14.3,
,23,379.0,654,,,,,,,20230916,1.0,H0002,202301011472H1472,,,,, ,20230916,988.2,25.22,22.9216898271612,14.6,
,23,380.0,655,,,,,,,20230917,1.0,H0003,202301011473H1473,,,,, ,20230917,996.2,24.35,20.9020673087317,14.8,
,23,381.0,656,,,,,,,20230923,1.0,H0004,202301011474H1474,,,,, ,20230923,1072.5,22.01,21.6887733629996,13.2,
,23,382.0,657,,,,,,,20230924,1.0,H0005,202301011475H1475,,,,, ,20230924,993.3,23.38,23.5142538349124,15.2,
,23,383.0,658,,,,,,,20230925,1.0,H0006,202301011476H1476,,,,, ,20230925,1119.9,22.81,22.296670246344,14.1,
,23,,659,,,,,,,,,,,,,,, ,,,,,,
,23,384.0,660,,,,,,,20230927,1.0,H0008,202301011477H1477,,,,, ,20230927,1041.7,22.96,22.0078095647344,15.1,
,23,385.0,661,,,,,,,20230928,1.0,H0009,202301011478H1478,,,,, ,20230928,999.5,24.04,21.4334380328032,13.9,
,23,386.0,662,,,,,,,20230928,1.0,H0010,202301011479H1479,,,,, ,20230928,1046.7,21.96,21.6993125762651,13.7,
,23,387.0,663,,,,,,,20231003,1.0,H0011,202301011480H1480,,,,, ,20231003,1148.9,20.93,24.1870714700397,13.0,
,23,388.0,664,,,,,,,20231003,1.0,H0012,202301011481H1481,,,,, ,20231003,1111.6,21.65,24.2488208804698,15.2,
,23,389.0,665,,,,,,,20231008,1.0,H0013,202301011482H1482,,,,, ,20231008,1026.7,24.05,24.0949371419842,13.1,
,23,390.0,666,,,,,,,20231010,1.0,H0014,202301011483H1483,,,,, ,20231010,1070.1,24.4,21.4035091359565,13.4,
,23,391.0,667,,,,,,,20231010,1.0,H0015,202301011484H1484,,,,, ,20231010,969.3,23.71,21.8022332990234,12.8,
,23,392.0,668,,,,,,,20231014,1.0,H0016,202301011485H1485,,,,, ,20231014,1077.9,23.97,24.4082541749585,14.0,
,23,393.0,669,,,,,,,20231015,1.0,H0017,202301011486H1486,,,,, ,20231015,1116.4,23.26,22.3480358810367,13.0,
,23,394.0,670,,,,,,,20231016,1.0,H0018,202301011487H1487,,,,, ,20231016,1006.1,23.29,22.3599386363635,15.2,
,23,395.0,671,,,,,,,20231017,1.0,H0019,202301011488H1488,,,,, ,20231017,1069.1,22.73,22.4702288654459,13.8,
,23,396.0,672,,,,,,,20231018,1.0,H0020,202301011489H1489,,,,, ,20231018,1147.0,24.72,21.9994593934213,13.5,
,23,397.0,673,,,,,,,20231021,1.0,H0021,202301011490H1490,,,,, ,20231021,1116.6,23.0,20.4193603596893,14.6,
,23,398.0,674,,,,,,,20231024,1.0,H0022,202301011491H1491,,,,, ,20231024,1032.3,23.67,22.7616846539749,13.6,
,23,399.0,675,,,,,,,20231025,1.0,H0023,202301011492H1492,,,,, ,20231025,1050.7,22.4,22.4982793371791,14.2,
,23,400.0,676,,,,,,,20230829,1.0,H0003,202301011493H1493,,,,, ,20230829,984.5,22.77,21.4113877311087,15.0,
,23,401.0,677,,,,,,,20230829,1.0,H0004,202301011494H1494,,,,, ,20230829,1064.2,23.35,22.2085059746225,13.8,
,23,402.0,678,,,,,,,20230829,1.0,H0005,202301011495H1495,,,,, ,20230829,1049.9,22.59,23.4100086351675,14.1,
,23,403.0,679,,,,,,,20230829,1.0,H0006,202301011496H1496,,,,, ,20230829,1014.6,22.82,22.0870484550212,13.8,
,23,404.0,680,,,,,,,20230829,1.0,H0007,202301011497H1497,,,,, ,20230829,1063.0,21.32,22.2091831764653,14.1,
,23,405.0,681,,,,,,,20230829,1.0,H0008,202301011498H1498,,,,, ,20230829,981.0,23.66,20.8540988941262,16.5,
,23,406.0,682,,,,,,,20230830,1.0,H0009,202301011499H1499,,,,, ,20230830,1072.6,23.77,20.1437036192733,12.8,
,23,407.0,683,,,,,,,20230830,1.0,H0010,202301011500H1500,,,,, ,20230830,1100.9,23.02,22.5539834602832,15.0,
,23,408.0,684,,,,,,,20230830,1.0,H0011,202301011501H1501,,,,, ,20230830,1089.2,22.28,22.8875214635818,14.4,
,23,409.0,685,,,,,,,20230830,1.0,H0012,202301011502H1502,,,,, ,20230830,1031.9,24.07,20.969018740624,13.8,
,23,410.0,686,,,,,,,20230830,1.0,H0013,202301011503H1503,,,,, ,20230830,1063.5,23.31,21.75714017439,15.0,
,23,411.0,687,,,,,,,20230901,1.0,H0015,202301011504H1504,,,,, ,20230901,1151.9,24.12,20.1163723821095,15.2,
,23,412.0,688,,,,,,,20230902,1.0,H0016,202301011505H1505,,,,, ,20230902,972.9,22.62,21.8340797550394,13.7,
,23,413.0,689,,,,,,,20230902,1.0,H0017,202301011506H1506,,,,, ,20230902,1062.4,22.45,21.7685211234116,14.3,
,23,414.0,690,,,,,,,20230903,1.0,H0018,202301011507H1507,,,,, ,20230903,996.4,24.34,21.9220460497685,13.9,
,23,415.0,691,,,,,,,20230903,1.0,H0019,202301011508H1508,,,,, ,20230903,1027.8,21.5,24.9727389797541,14.6,
,24,72.0,692,,,,,,,20230911,1.0,H0021,202301011509H1509,,,,, ,20230911,1037.4,23.63,22.7146773093895,14.5,
,24,73.0,693,,,,,,,20230911,1.0,H0022,202301011510H1510,,,,, ,20230911,1110.3,22.4,23.0024512252226,14.3,
,24,74.0,694,,,,,,,20230911,1.0,H0023,202301011511H1511,,,,, ,20230911,1008.1,25.96,22.9569099065217,14.6,
,24,75.0,695,,,,,,,20230911,1.0,H0024,202301011512H1512,,,,, ,20230911,1043.9,25.19,22.4721332190712,14.7,
,24,76.0,696,,,,,,,20230911,1.0,H0025,202301011513H1513,,,,, ,20230911,1023.9,23.32,23.0295087872355,15.4,
,24,77.0,697,,,,,,,20230911,1.0,H0026,202301011514H1514,,,,, ,20230911,1045.7,24.55,21.3744830588805,13.7,
,24,78.0,698,,,,,,,20230912,1.0,H0027,202301011515H1515,,,,, ,20230912,1060.8,23.18,24.1963078695796,14.3,
,24,79.0,699,,,,,,,20230913,1.0,H0028,202301011516H1516,,,,, ,20230913,1102.9,23.17,21.0247661268209,16.1,
,24,80.0,700,,,,,,,20230913,1.0,H0029,202301011517H1517,,,,, ,20230913,1060.7,22.56,21.5531601247485,13.9,
,24,81.0,701,,,,,,,20230913,1.0,H0030,202301011518H1518,,,,, ,20230913,1066.6,22.2,21.2364245231294,15.2,
,24,82.0,702,,,,,,,20230913,1.0,H0031,202301011519H1519,,,,, ,20230913,1057.2,21.12,22.0067422186957,13.6,
,24,83.0,703,,,,,,,20230913,1.0,H0032,202301011520H1520,,,,, ,20230913,1080.5,22.07,22.353849478627,14.8,
,24,84.0,704,,,,,,,20230914,1.0,H0033,202301011521H1521,,,,, ,20230914,1066.5,22.69,21.6676003622292,14.2,
,24,85.0,705,,,,,,,20230914,1.0,H0034,202301011522H1522,,,,, ,20230914,1063.9,24.7,22.9444352857901,14.6,
,24,86.0,706,,,,,,,20230914,1.0,H0035,202301011523H1523,,,,, ,20230914,1067.3,23.47,20.6552051887256,14.1,
,24,87.0,707,,,,,,,20230915,1.0,H0036,202301011524H1524,,,,, ,20230915,1126.6,22.68,21.2809972703353,15.2,
,24,,708,,,,,,,,,,,,,,, ,,,,,,
,24,88.0,709,,,,,,,20230916,1.0,H0038,202301011525H1525,,,,, ,20230916,955.2,22.56,22.1403477147135,14.2,
,24,89.0,710,,,,,,,20230916,1.0,H0039,202301011526H1526,,,,, ,20230916,1021.0,25.62,20.4890416132111,14.7,
,24,90.0,711,,,,,,,20230916,1.0,H0040,202301011527H1527,,,,, ,20230916,961.3,22.18,22.0519889410596,13.8,
,24,91.0,712,,,,,,,20230918,1.0,H0041,202301011528H1528,,,,, ,20230918,1107.8,24.53,22.9508380661671,12.7,
,24,92.0,713,,,,,,,20230918,1.0,H0042,202301011529H1529,,,,, ,20230918,1105.1,21.72,23.5832158021667,13.3,
,24,93.0,714,,,,,,,20230918,1.0,H0043,202301011530H1530,,,,, ,20230918,997.2,22.14,22.2934530267544,13.8,
,24,94.0,715,,,,,,,20230918,1.0,H0044,202301011531H1531,,,,, ,20230918,1051.9,21.83,21.0123026978403,15.5,
,24,95.0,716,,,,,,,20230921,1.0,H0045,202301011532H1532,,,,, ,20230921,1033.0,22.3,23.4046677521078,15.9,
,24,,717,,,,,,,,,,,,,,, ,,,,,,
,24,96.0,718,,,,,,,20230921,1.0,H0047,202301011533H1533,,,,, ,20230921,1129.4,23.54,21.7447452919333,14.4,
,24,,719,,,,,,,.,,,.,,,,, ,.,,,,,
,24,97.0,720,,,,,,,20230925,1.0,H0049,202301011534H1534,,,,, ,20230925,1009.7,22.12,22.0525525353148,14.5,
,24,98.0,721,,,,,,,20230925,1.0,H0050,202301011535H1535,,,,, ,20230925,1060.6,23.19,22.1575722486754,13.4,
,24,,722,,,,,,,,,,,,,,, ,,,,,,
,24,99.0,723,,,,,,,20230925,1.0,H0052,202301011536H1536,,,,, ,20230925,1063.4,23.79,21.3445843070198,13.8,
,24,,724,,,,,,,,,,,,,,, ,,,,,,
,24,100.0,725,,,,,,,20231007,1.0,H0056,202301011537H1537,,,,, ,20231007,1074.3,22.01,22.3238376129457,13.9,
,24,,726,,,,,,,,,,,,,,, ,,,,,,
,24,101.0,727,,,,,,,20231009,1.0,H0058,202301011538H1538,,,,, ,20231009,992.0,23.03,21.5443527756239,14.8,
,24,,728,,,,,,,,,,,,,,, ,,,,,,
,24,102.0,729,,,,,,,20231010,1.0,H0060,202301011539H1539,,,,, ,20231010,959.3,24.65,23.3604833125447,15.4,
,24,103.0,730,,,,,,,20231011,1.0,H0061,202301011540H1540,,,,, ,20231011,1081.4,22.69,22.9746444477865,14.9,
,24,104.0,731,,,,,,,20231011,1.0,H0062,202301011541H1541,,,,, ,20231011,1059.8,23.14,21.1564047513395,15.2,
,24,105.0,732,,,,,,,20231011,1.0,H0063,202301011542H1542,,,,, ,20231011,1069.2,25.03,22.5472935592594,14.0,
,24,106.0,733,,,,,,,20231011,1.0,H0064,202301011543H1543,,,,, ,20231011,1058.1,24.16,22.8141227542608,15.3,
,24,107.0,734,,,,,,,20231012,1.0,H0065,202301011544H1544,,,,, ,20231012,1044.7,22.59,22.621089194942,15.3,
,24,,735,,,,,,,,,,,,,,, ,,,,,,
,24,,736,,,,,,,,,,,,,,, ,,,,,,
,24,108.0,737,,,,,,,20231012,1.0,H0068,202301011545H1545,,,,, ,20231012,1096.5,21.46,22.407618546715,15.4,
,24,,738,,,,,,,,,,,,,,, ,,,,,,
,24,,739,,,,,,,,,,,,,,, ,,,,,,
,24,109.0,740,サンプル0360,サンプル0742,サンプル1030,,サンプル1570,,,,,,,,,, ,2023-09-27 00:00:00,1052.0,21.9,21.0478186799208,15.1,
,24,110.0,741,サンプル0361,,サンプル1031,,サンプル1571,,,,,,,,,, ,2023-10-13 00:00:00,1106.7,24.12,20.1338503227839,15.2,
,24,111.0,742,サンプル0362,,サンプル1032,,サンプル1572,,,,,,,,,, ,2023-10-14 00:00:00,1040.4,21.56,24.3213368930004,13.7,
,24,112.0,743,サンプル0363,,サンプル1033,,サンプル1573,,,,,,,,,, ,2023-10-15 00:00:00,1051.3,22.65,20.6886973809331,14.6,
,24,113.0,744,サンプル0364,,サンプル1034,,サンプル1574,,,,,,,,,, ,2023-10-14 00:00:00,1042.0,23.83,22.4716232533952,14.4,
,24,114.0,745,サンプル0365,,サンプル1035,,サンプル1575,,,,,,,,,, ,2023-10-16 00:00:00,978.9,25.58,23.2150620970148,15.1,
,24,115.0,746,サンプル0366,,サンプル1036,,サンプル1576,,,,,,,,,, ,2023-10-18 00:00:00,1032.0,23.77,21.9737399718632,13.8,
,24,116.0,747,サンプル0367,,サンプル1037,,サンプル1577,,,,,,,,,, ,2023-10-17 00:00:00,1036.8,22.64,23.4321916652177,15.3,
,24,,748,,,,,,,,,,,,,,, ,,,,,,
,24,117.0,749,サンプル0368,,サンプル1038,,サンプル1578,,,,,,,,,, ,2023-10-17 00:00:00,1082.0,23.16,22.6353547340839,14.1,
,24,,750,,,,,,,,,,,,,,, ,,,,,,
,24,118.0,751,サンプル0369,,サンプル1039,,サンプル1579,,,,,,,,,, ,2023-10-07 00:00:00,994.8,23.77,21.7735981389976,13.5,
,24,,752,,,,,,,,,,,,,,, ,,,,,,
,24,,753,,,,,,,,,,,,,,, ,,,,,,
,24,,754,,,,,,,,,,,,,,, ,,,,,,
,25,632.0,755,サンプル0370,サンプル0743,サンプル1040,,サンプル1580,,,,,,,,,, ,2023-09-16 00:00:00,966.5,22.43,21.6842453323497,15.7,
,25,633.0,756,サンプル0371,サンプル0744,サンプル1041,,サンプル1581,,,,,,,,,, ,2023-09-16 00:00:00,1100.2,24.59,21.9743130691821,14.9,
,25,634.0,757,サンプル0372,サンプル0745,サンプル1042,,サンプル1582,,,,,,,,,, ,2023-09-16 00:00:00,979.7,23.35,21.0372153810764,14.6,
,25,635.0,758,サンプル0373,サンプル0746,サンプル1043,,サンプル1583,,,,,,,,,, ,2023-09-17 00:00:00,1033.9,24.4,23.0559610779122,14.5,
,25,636.0,759,サンプル0374,サンプル0747,サンプル1044,,サンプル1584,,,,,,,,,, ,2023-09-17 00:00:00,1043.0,23.43,22.1934924066369,14.2,
,25,637.0,760,,,サンプル1045,,サンプル1585,,,,,,,,,, ,2023-09-04 00:00:00,979.8,24.06,22.40280537694,13.4,
,25,638.0,761,サンプル0375,サンプル0748,サンプル1046,,サンプル1586,,,,,,,,,, ,2023-09-17 00:00:00,982.1,21.66,23.1290314300221,14.8,
,25,639.0,762,サンプル0376,サンプル0749,サンプル1047,,サンプル1587,,,,,,,,,, ,2023-09-17 00:00:00,1033.4,23.7,20.9864424323517,13.5,
,25,640.0,763,サンプル0377,サンプル0750,サンプル1048,,サンプル1588,,,,,,,,,, ,2023-09-17 00:00:00,1058.9,23.46,23.9124094767495,15.9,
,25,641.0,764,サンプル0378,サンプル0751,サンプル1049,,サンプル1589,,,,,,,,,, ,2023-09-18 00:00:00,996.8,23.72,20.4422238556131,13.2,
,25,642.0,765,サンプル0379,サンプル0752,サンプル1050,,サンプル1590,,,,,,,,,, ,2023-09-18 00:00:00,1167.1,23.38,22.0342280075773,14.1,
,25,643.0,766,サンプル0380,サンプル0753,サンプル1051,,サンプル1591,,,,,,,,,, ,2023-09-18 00:00:00,1004.3,24.22,21.5511701676899,14.4,
,25,644.0,767,サンプル0381,サンプル0754,サンプル1052,,サンプル1592,,,,,,,,,, ,2023-09-18 00:00:00,1071.3,22.77,22.3522357902561,13.9,
,25,645.0,768,サンプル0382,サンプル0755,サンプル1053,,サンプル1593,,,,,,,,,, ,2023-09-18 00:00:00,1079.6,22.4,23.0810869039354,14.4,
,25,646.0,769,サンプル0383,サンプル0756,サンプル1054,,サンプル1594,,,,,,,,,, ,2023-09-19 00:00:00,1139.7,24.32,21.657735463394,14.8,
,25,647.0,770,サンプル0384,サンプル0757,サンプル1055,,サンプル1595,,,,,,,,,, ,2023-09-19 00:00:00,1001.7,24.74,22.0136705207328,15.4,
,25,648.0,771,サンプル0385,サンプル0758,サンプル1056,,サンプル1596,,,,,,,,,, ,2023-09-19 00:00:00,1010.0,23.09,23.3440092433611,14.5,
,25,649.0,772,サンプル0386,サンプル0759,サンプル1057,,サンプル1597,,,,,,,,,, ,2023-09-19 00:00:00,966.1,22.61,22.3081810987356,14.3,
,25,650.0,773,サンプル0387,サンプル0760,サンプル1058,,サンプル1598,,,,,,,,,, ,2023-09-20 00:00:00,997.1,24.65,25.2972284891061,14.6,
,25,651.0,774,サンプル0388,サンプル0761,サンプル1059,,サンプル1599,,,,,,,,,, ,2023-09-20 00:00:00,930.0,24.02,21.4526362459104,14.4,
,25,652.0,775,サンプル0389,サンプル0762,サンプル1060,,サンプル1600,,,,,,,,,, ,2023-09-20 00:00:00,1039.9,22.19,22.1538178374467,13.8,
,25,,776,,,,,,,,,,,,,,, ,,,,,,
,25,653.0,777,サンプル0390,サンプル0763,サンプル1061,,サンプル1601,,,,,,,,,, ,2023-09-22 00:00:00,1102.1,23.26,22.8335261207037,15.2,
,25,654.0,778,サンプル0391,サンプル0764,サンプル1062,,サンプル1602,,,,,,,,,, ,2023-09-21 00:00:00,1061.8,22.23,22.5808012395303,14.4,
,25,655.0,779,サンプル0392,,サンプル1063,,サンプル1603,,,,,,,,,, ,2023-09-21 00:00:00,1029.1,22.12,22.5566173973221,14.4,
,25,656.0,780,サンプル0393,サンプル0765,サンプル1064,,サンプル1604,,,,,,,,,, ,2023-09-21 00:00:00,1091.5,22.25,20.2214866780082,14.3,
,25,657.0,781,サンプル0394,サンプル0766,サンプル1065,,サンプル1605,,,,,,,,,, ,2023-09-21 00:00:00,1077.5,23.48,22.4156108913472,14.8,
,25,,782,,,,,,,,,,,,,,, ,,,,,,
,25,658.0,783,サンプル0395,サンプル0767,サンプル1066,,サンプル1606,,,,,,,,,, ,2023-09-22 00:00:00,1056.6,23.95,22.3496325000154,14.7,
,25,659.0,784,サンプル0396,サンプル0768,サンプル1067,,サンプル1607,,,,,,,,,, ,2023-09-22 00:00:00,940.1,23.82,21.1986291771851,14.1,
,25,,785,,,,,,,,,,,,,,, ,,,,,,
,25,660.0,786,サンプル0397,サンプル0769,サンプル1068,,サンプル1608,,,,,,,,,, ,2023-09-24 00:00:00,1053.3,24.75,23.7957327527795,13.9,
,25,661.0,787,サンプル0398,サンプル0770,サンプル1069,,サンプル1609,,,,,,,,,, ,2023-09-24 00:00:00,1078.8,24.11,22.3725032860568,14.3,
,25,662.0,788,サンプル0399,サンプル0771,サンプル1070,,サンプル1610,,,,,,,,,, ,2023-09-24 00:00:00,1036.0,24.99,20.9880941454071,13.7,
,25,663.0,789,サンプル0400,サンプル0772,サンプル1071,,サンプル1611,,,,,,,,,, ,2023-09-24 00:00:00,1013.7,22.04,22.6694615403787,14.8,
,25,664.0,790,サンプル0401,サンプル0773,サンプル1072,,サンプル1612,,,,,,,,,, ,2023-09-24 00:00:00,1000.1,22.41,21.9399006585566,13.7,
,26,665.0,791,サンプル0402,サンプル0774,サンプル1073,,サンプル1613,,,,,,,,,, ,2023-09-25 00:00:00,1020.0,22.57,22.3255172596916,12.8,
,26,666.0,792,サンプル0403,サンプル0775,サンプル1074,,サンプル1614,,,,,,,,,, ,2023-09-25 00:00:00,1072.1,23.77,21.264891046352,14.9,
,26,667.0,793,サンプル0404,サンプル0776,サンプル1075,,サンプル1615,,,,,,,,,, ,2023-09-25 00:00:00,1112.5,22.93,21.3961106003561,14.2,
,26,668.0,794,サンプル0405,サンプル0777,サンプル1076,,サンプル1616,,,,,,,,,, ,2023-09-25 00:00:00,1133.8,22.56,19.7222618720451,14.3,
,26,669.0,795,サンプル0406,サンプル0778,サンプル1077,,サンプル1617,,,,,,,,,, ,2023-09-25 00:00:00,1072.9,23.36,20.887630519412,13.1,
,26,670.0,796,サンプル0407,サンプル0779,サンプル1078,,サンプル1618,,,,,,,,,, ,2023-09-26 00:00:00,1087.1,23.04,22.6767721523292,14.1,
,26,671.0,797,サンプル0408,サンプル0780,サンプル1079,,サンプル1619,,,,,,,,,, ,2023-09-26 00:00:00,1028.9,24.72,23.9494517280079,14.2,
,26,672.0,798,サンプル0409,サンプル0781,サンプル1080,,サンプル1620,,,,,,,,,, ,2023-09-26 00:00:00,1060.4,22.62,22.0954220210362,14.4,
,26,673.0,799,サンプル0410,サンプル0782,サンプル1081,,サンプル1621,,,,,,,,,, ,2023-09-26 00:00:00,1147.4,23.98,22.1971274307098,15.0,
,26,674.0,800,サンプル0411,サンプル0783,サンプル1082,,サンプル1622,,,,,,,,,, ,2023-09-26 00:00:00,1112.1,23.22,23.1298519197097,13.9,
,26,675.0,801,サンプル0412,サンプル0784,サンプル1083,,サンプル1623,,,,,,,,,, ,2023-09-27 00:00:00,1033.4,23.36,21.7188777618387,14.2,
,26,676.0,802,サンプル0413,サンプル0785,サンプル1084,,サンプル1624,,,,,,,,,, ,2023-09-27 00:00:00,1024.5,23.72,22.8423682352897,15.5,
,26,677.0,803,サンプル0414,サンプル0786,サンプル1085,,サンプル1625,,,,,,,,,, ,2023-09-27 00:00:00,1019.1,25.02,22.04513142448,14.2,
,26,678.0,804,サンプル0415,サンプル0787,サンプル1086,,サンプル1626,,,,,,,,,, ,2023-09-04 00:00:00,1006.9,24.03,22.9382374721758,15.4,
