sample_id,year,analyzer_id,p_grA_w_ratio,p_grB_w_ratio,p_grC_w_ratio,p_grD_w_ratio,p_grE_w_ratio,p_grF_w_ratio,p_grG_w_ratio,p_grA_c_ratio,p_grB_c_ratio,p_grC_c_ratio,p_grD_c_ratio,p_grE_c_ratio,p_grF_c_ratio,p_grG_c_ratio,p_grA_count,p_grB_count,p_grC_count,p_grD_count,p_grE_count,p_grF_count,p_grG_count,s_grA_w_ratio,s_grF_w_ratio,s_grH_w_ratio,s_grC_w_ratio,s_grB_w_ratio,s_grD_w_ratio,s_grA_c_ratio,s_grF_c_ratio,s_grH_c_ratio,s_grC_c_ratio,s_grB_c_ratio,s_grD_c_ratio,s_grA_count,s_grF_count,s_grH_count,s_grC_count,s_grB_count,s_grD_count,d_grA_w_ratio,d_grI_w_ratio,d_grJ_w_ratio,d_grK_w_ratio,d_grL_w_ratio,d_grM_w_ratio,d_grE_w_ratio,d_grN_w_ratio,d_grO_w_ratio,d_grP_w_ratio,d_grQ_w_ratio,d_grR_w_ratio,d_grD_w_ratio,d_grA_c_ratio,d_grI_c_ratio,d_grJ_c_ratio,d_grK_c_ratio,d_grL_c_ratio,d_grM_c_ratio,d_grE_c_ratio,d_grN_c_ratio,d_grO_c_ratio,d_grP_c_ratio,d_grQ_c_ratio,d_grR_c_ratio,d_grD_c_ratio,d_grA_count,d_grI_count,d_grJ_count,d_grK_count,d_grL_count,d_grM_count,d_grE_count,d_grN_count,d_grO_count,d_grP_count,d_grQ_count,d_grR_count,d_grD_count,all_length_mean,all_width_mean,all_thickness_mean,all_brightness_mean,all_length_sd,all_width_sd,all_thickness_sd,all_brightness_sd,grA_length_mean,grA_width_mean,grA_thickness_mean,grA_brightness_mean,grA_length_sd,grA_width_sd,grA_thickness_sd,grA_brightness_sd,measured_count,flag_crack,flag_features
1010,2024,516.0,81.8,0.3,22.2,10.3,0.0,0.0,37.7,66.1,0.2,7.4,0.0,1.2,3.2,47.1,536.0,3.0,50.0,95.0,34.0,0.0,471.0,33.8,28.5,2.0,15.1,0.1,1.6,55.6,52.9,0.1,0.0,0.4,9.7,564.0,488.0,49.0,90.0,3.0,68.0,30.8,3.3,0.0,0.5,0.0,47.1,0.1,0.2,0.1,6.3,0,0.0,21.0,39.5,0.0,4.1,2.9,0.9,35.6,0.6,0.6,0.0,0.0,0,0.0,0.0,448.0,37.0,39.0,1.0,39.0,370.0,10.0,7.0,0.0,109.0,0,9.0,0.0,5.13,2.69,2.03,21.7,0.37,0.09,0.09,2.0,4.47,2.89,1.99,22.6,0.24,0.08,0.07,1.73,1030.0,有,有
1011,2024,636.0,64.0,0.5,7.5,7.6,0.3,1.8,17.1,37.3,0.0,12.0,6.0,1.2,2.0,50.1,445.0,2.0,0.0,13.0,54.0,36.0,248.0,50.0,62.4,3.1,2.3,0.4,0.0,30.5,52.7,1.9,0.8,0.1,0.0,505.0,467.0,24.0,0.0,1.0,0.0,50.6,7.5,1.5,0.0,0.0,21.6,0.8,0.3,0.0,0.0,0,0.4,0.0,63.4,5.0,5.5,1.0,0.0,26.3,2.5,0.4,0.2,3.6,0,0.0,4.9,543.0,81.0,78.0,48.0,22.0,328.0,21.0,0.0,0.0,0.0,0,3.0,0.0,5.26,2.72,2.02,20.7,0.43,0.08,0.07,2.0,4.16,2.65,1.54,21.0,0.21,0.09,0.08,1.23,1050.0,有,有
1012,2024,648.0,43.8,0.0,6.5,2.2,1.6,3.2,27.7,57.2,0.0,6.9,15.6,3.6,4.0,61.4,712.0,0.0,0.0,0.0,17.0,13.0,449.0,43.5,27.5,1.2,5.1,0.8,0.5,76.0,51.4,2.5,0.0,0.0,0.0,528.0,192.0,26.0,50.0,2.0,80.0,75.0,0.2,0.0,1.8,0.4,26.5,0.0,0.6,0.2,0.0,0,0.3,6.3,59.4,1.0,7.1,7.3,1.3,19.2,1.1,0.0,0.5,0.0,0,0.3,6.8,473.0,12.0,49.0,28.0,3.0,301.0,2.0,1.0,0.0,0.0,0,0.0,114.0,5.28,2.76,2.04,24.7,0.3,0.08,0.1,2.4,3.98,2.38,2.2,24.9,0.13,0.06,0.08,1.13,1065.0,有,有
1013,2024,212.0,84.6,0.5,13.0,14.4,1.6,4.0,20.0,45.7,0.3,0.0,2.7,1.6,5.9,54.7,804.0,0.0,87.0,40.0,5.0,56.0,459.0,61.3,39.1,0.5,1.3,0.5,2.7,49.5,28.5,1.4,4.3,0.0,2.9,496.0,465.0,31.0,8.0,0.0,85.0,79.0,2.9,2.5,2.3,0.0,17.9,0.0,0.3,0.1,0.0,0,0.5,3.3,64.6,4.7,4.5,7.8,4.5,29.1,0.0,0.0,0.0,9.8,0,0.3,0.0,398.0,28.0,41.0,20.0,17.0,416.0,20.0,3.0,1.0,0.0,0,4.0,32.0,5.17,2.73,2.05,21.9,0.27,0.09,0.1,1.9,5.25,2.1,2.02,14.8,0.17,0.07,0.07,1.75,1007.0,有,有
1014,2024,414.0,65.5,0.0,4.6,2.8,0.0,3.2,31.8,54.4,0.0,5.8,5.9,1.8,5.5,33.3,379.0,3.0,0.0,76.0,4.0,40.0,450.0,60.3,40.9,0.9,1.5,0.0,2.3,52.8,58.3,2.7,0.0,0.2,0.0,326.0,157.0,7.0,48.0,2.0,0.0,62.3,6.6,5.1,5.2,2.1,19.8,0.0,0.2,0.0,0.0,0,0.3,2.5,65.1,2.9,6.5,5.5,2.6,43.0,4.3,0.1,0.0,0.0,0,0.0,4.4,525.0,39.0,115.0,59.0,3.0,398.0,24.0,2.0,0.0,124.0,0,3.0,31.0,5.26,2.73,2.07,22.1,0.3,0.09,0.1,2.4,2.9,2.75,2.2,24.9,0.21,0.05,0.07,1.26,998.0,有,有
1015,2024,46.0,59.3,0.3,13.7,10.3,1.1,2.4,18.9,72.3,0.3,0.0,1.7,0.8,0.7,38.6,473.0,0.0,0.0,17.0,28.0,0.0,320.0,77.5,29.7,1.3,4.8,0.2,6.3,79.5,44.9,1.1,0.0,0.0,13.4,320.0,362.0,18.0,3.0,2.0,0.0,49.1,4.0,4.0,0.2,0.0,24.1,0.0,0.4,0.1,0.0,0,0.3,6.2,70.5,2.4,4.1,1.3,0.0,35.9,0.0,0.0,0.3,0.0,0,0.1,8.3,664.0,0.0,43.0,44.0,7.0,187.0,25.0,0.0,0.0,156.0,0,2.0,103.0,5.41,2.74,2.07,22.8,0.34,0.07,0.1,2.5,5.79,1.35,1.76,20.3,0.17,0.07,0.1,2.33,1119.0,有,有
1016,2024,255.0,88.6,0.0,11.3,5.9,1.0,0.0,16.5,64.3,0.0,8.1,6.8,1.9,2.2,52.7,578.0,5.0,12.0,147.0,11.0,35.0,273.0,41.0,31.7,0.0,3.5,0.3,4.6,44.4,36.5,0.0,0.0,0.5,0.0,469.0,262.0,9.0,157.0,0.0,7.0,30.2,0.0,7.7,7.0,0.5,28.2,0.6,0.3,0.4,0.0,0,0.0,2.9,45.8,2.7,4.6,3.2,3.5,18.9,2.6,0.2,0.0,0.0,0,0.0,13.5,691.0,0.0,80.0,32.0,10.0,262.0,0.0,2.0,0.0,102.0,0,9.0,0.0,5.29,2.74,2.06,22.8,0.41,0.09,0.08,2.9,5.79,2.39,1.41,20.4,0.23,0.06,0.07,1.02,1073.0,有,有
1017,2024,483.0,50.5,0.2,0.0,10.6,0.3,6.0,43.1,85.6,0.3,0.0,4.9,2.6,1.7,38.7,675.0,0.0,33.0,15.0,32.0,84.0,380.0,49.8,53.2,1.7,6.5,0.0,2.0,45.3,46.6,0.0,3.1,0.0,1.8,593.0,519.0,26.0,31.0,3.0,38.0,46.5,1.5,4.7,9.2,2.1,24.8,1.7,0.1,0.2,2.2,0,0.2,7.5,68.0,0.0,2.6,4.3,4.3,36.8,0.3,0.3,0.0,3.5,0,0.1,5.5,693.0,68.0,150.0,13.0,27.0,273.0,20.0,4.0,0.0,97.0,0,0.0,39.0,5.27,2.7,2.06,23.6,0.32,0.07,0.07,1.6,2.6,2.56,1.84,23.1,0.14,0.05,0.05,1.67,989.0,有,有
1018,2024,792.0,59.5,0.3,0.0,0.0,2.0,3.4,15.5,65.5,0.4,4.3,0.2,0.6,0.0,36.8,664.0,0.0,0.0,0.0,16.0,48.0,480.0,73.4,27.4,0.0,0.0,0.1,0.0,63.6,49.7,2.0,4.8,0.4,5.4,509.0,333.0,9.0,46.0,1.0,0.0,80.3,6.8,6.5,5.2,0.0,23.9,0.7,0.1,0.0,0.0,0,0.0,0.0,24.1,0.0,0.0,1.1,2.7,33.2,0.0,0.1,0.0,0.0,0,0.0,10.4,531.0,39.0,52.0,56.0,4.0,294.0,12.0,2.0,2.0,0.0,0,0.0,67.0,5.44,2.77,2.04,21.5,0.34,0.09,0.06,2.0,5.34,2.89,2.2,23.1,0.21,0.06,0.06,1.5,1149.0,有,有
1019,2024,746.0,58.6,0.0,14.3,4.1,1.2,0.0,13.9,37.8,0.4,0.0,4.7,2.3,0.0,15.1,581.0,0.0,44.0,49.0,0.0,77.0,294.0,81.4,55.8,0.7,0.0,0.0,3.7,53.2,43.2,2.4,0.0,0.7,3.4,571.0,343.0,30.0,0.0,0.0,51.0,50.6,2.0,7.7,1.2,1.7,22.1,1.8,0.2,0.1,7.1,0,0.4,0.0,51.5,5.5,8.1,7.1,2.6,25.4,0.9,0.1,0.0,14.4,0,0.3,6.3,605.0,13.0,28.0,72.0,10.0,379.0,0.0,5.0,0.0,0.0,0,7.0,115.0,5.1,2.72,2.0,23.7,0.36,0.09,0.09,2.1,3.99,2.89,1.99,24.6,0.32,0.08,0.07,1.62,1034.0,有,有
1020,2024,729.0,48.3,0.0,0.0,4.7,1.1,1.6,20.9,44.4,0.1,8.6,0.0,0.0,4.5,20.5,572.0,5.0,24.0,84.0,0.0,42.0,568.0,71.6,24.2,0.9,0.0,0.0,4.7,34.9,45.1,0.9,0.0,0.2,0.0,452.0,650.0,0.0,36.0,0.0,97.0,64.8,0.5,6.7,6.9,0.0,35.3,1.0,0.3,0.0,0.0,0,0.4,9.9,81.0,6.9,4.0,0.0,2.5,21.1,0.0,0.0,0.1,6.0,0,0.6,7.9,288.0,77.0,103.0,45.0,4.0,274.0,33.0,2.0,1.0,0.0,0,2.0,4.0,5.09,2.79,2.11,21.6,0.49,0.08,0.09,1.8,4.51,2.74,1.89,23.1,0.19,0.06,0.08,1.71,1058.0,有,有
1021,2024,246.0,39.8,0.0,8.5,0.0,0.3,5.7,49.3,65.9,0.6,14.6,0.0,2.7,5.5,43.2,419.0,3.0,20.0,23.0,0.0,49.0,334.0,47.0,28.1,1.3,10.1,0.0,5.0,37.6,57.3,0.0,0.0,0.2,0.0,468.0,261.0,11.0,143.0,0.0,16.0,67.2,0.4,0.0,2.1,0.1,30.8,1.3,0.4,0.1,3.0,0,0.0,0.2,78.1,6.4,3.6,1.7,3.3,47.5,0.0,0.3,0.0,0.0,0,0.4,0.0,582.0,7.0,55.0,33.0,19.0,239.0,0.0,3.0,4.0,131.0,0,8.0,111.0,5.29,2.75,2.04,22.1,0.3,0.08,0.09,2.5,4.63,2.43,1.92,20.4,0.14,0.06,0.08,1.54,1149.0,有,有
1022,2024,142.0,71.7,0.0,4.0,0.0,0.0,7.2,35.9,66.2,0.4,1.2,0.0,0.0,1.7,23.2,177.0,0.0,0.0,17.0,0.0,50.0,272.0,61.4,9.8,0.3,2.9,0.1,0.0,52.1,40.7,0.0,5.3,0.2,1.8,660.0,505.0,8.0,0.0,0.0,12.0,63.9,0.2,7.0,4.1,1.6,41.6,4.6,0.0,0.1,0.0,0,0.0,4.6,55.9,4.2,4.0,2.9,3.0,15.4,3.2,0.6,0.3,0.4,0,0.0,2.5,787.0,67.0,107.0,25.0,16.0,355.0,7.0,6.0,0.0,0.0,0,0.0,23.0,4.99,2.75,2.0,22.0,0.26,0.07,0.09,2.5,4.71,2.86,2.17,22.2,0.12,0.06,0.08,1.61,1052.0,有,有
1023,2024,606.0,84.0,0.0,4.1,3.9,1.0,0.0,26.8,32.5,0.4,18.0,0.0,1.4,3.6,34.0,572.0,1.0,33.0,31.0,0.0,20.0,411.0,88.7,26.8,0.0,5.3,0.3,3.3,44.0,54.1,0.0,0.0,0.0,3.7,276.0,667.0,0.0,20.0,0.0,24.0,69.4,5.1,4.0,0.0,2.7,13.6,1.6,0.1,0.0,0.0,0,0.0,0.0,61.2,2.4,3.0,3.5,1.6,9.1,0.0,0.3,0.0,0.0,0,0.0,2.6,726.0,0.0,57.0,49.0,27.0,225.0,21.0,1.0,0.0,40.0,0,4.0,125.0,5.46,2.74,1.96,20.7,0.28,0.11,0.1,2.1,5.79,2.66,1.31,15.9,0.22,0.09,0.06,1.14,1090.0,有,有
1024,2024,111.0,43.3,0.1,0.0,3.4,0.0,3.7,25.2,46.0,0.3,0.0,2.7,0.0,2.8,24.2,675.0,0.0,0.0,0.0,5.0,38.0,416.0,43.5,40.7,2.4,12.6,0.2,6.3,50.2,44.1,0.0,0.0,0.1,7.9,733.0,449.0,6.0,34.0,3.0,0.0,52.2,5.6,1.8,2.0,0.6,23.0,0.3,0.0,0.0,5.9,0,0.0,0.8,67.8,5.9,0.0,0.9,3.3,28.2,0.1,0.3,0.0,0.0,0,0.0,11.1,866.0,54.0,0.0,6.0,0.0,275.0,10.0,2.0,0.0,0.0,0,4.0,12.0,5.53,2.73,2.08,21.7,0.41,0.06,0.11,1.9,4.11,2.8,2.0,20.8,0.26,0.08,0.09,1.33,1020.0,有,有
1025,2024,509.0,53.7,0.0,11.7,5.2,0.0,3.1,7.8,44.5,0.0,0.0,0.0,0.0,0.1,27.1,656.0,3.0,0.0,65.0,0.0,28.0,338.0,73.8,61.4,1.5,3.0,0.5,3.7,72.8,49.4,0.0,2.1,0.1,8.0,442.0,208.0,56.0,0.0,4.0,0.0,42.8,0.6,0.4,2.7,0.0,20.0,0.0,0.3,0.1,3.4,0,0.0,8.3,20.8,0.0,4.2,0.8,2.4,56.2,0.0,0.0,0.1,6.3,0,0.0,0.3,740.0,9.0,4.0,11.0,0.0,268.0,15.0,7.0,0.0,0.0,0,3.0,4.0,5.38,2.69,2.01,22.9,0.42,0.09,0.07,2.6,5.44,2.57,1.22,18.1,0.26,0.08,0.06,1.81,1056.0,有,有
1026,2024,769.0,56.3,0.1,9.5,0.0,0.0,1.4,23.4,24.6,0.0,0.0,1.2,3.5,2.9,31.6,598.0,5.0,101.0,0.0,1.0,27.0,265.0,45.0,44.6,0.0,3.9,0.0,0.8,47.0,43.0,0.0,0.0,0.4,6.0,585.0,329.0,12.0,0.0,0.0,0.0,88.7,3.4,2.7,6.4,0.4,8.3,2.1,0.0,0.2,0.1,0,0.2,0.0,45.6,2.0,3.9,0.0,2.8,1.2,2.5,0.8,0.6,0.0,0,0.2,6.7,624.0,20.0,42.0,73.0,0.0,295.0,21.0,1.0,3.0,66.0,0,5.0,112.0,5.41,2.73,2.12,22.6,0.25,0.07,0.06,2.2,5.38,2.79,2.13,8.9,0.16,0.09,0.08,2.23,1091.0,有,有
1027,2024,810.0,68.9,0.2,0.0,5.5,0.4,0.1,25.9,50.4,0.4,13.7,4.2,1.6,3.8,29.8,752.0,9.0,0.0,148.0,31.0,35.0,146.0,70.8,49.4,3.2,5.9,0.5,5.6,58.6,66.9,0.9,5.0,0.2,2.0,679.0,367.0,56.0,0.0,3.0,52.0,61.3,4.1,5.4,0.4,0.0,30.0,1.2,0.6,0.0,0.0,0,0.0,4.1,51.9,1.0,4.7,5.3,0.5,12.3,0.0,0.4,0.2,0.5,0,0.7,0.0,369.0,33.0,8.0,53.0,0.0,409.0,18.0,1.0,0.0,0.0,0,0.0,38.0,5.01,2.71,2.01,24.4,0.25,0.07,0.08,2.1,5.79,2.89,2.2,24.9,0.24,0.06,0.08,1.65,1088.0,有,有
1028,2024,226.0,71.0,0.0,0.0,5.6,0.0,5.2,39.6,41.6,0.0,0.0,0.0,0.0,3.8,13.2,432.0,5.0,0.0,88.0,3.0,0.0,613.0,44.6,36.0,0.7,9.4,0.0,0.0,73.3,32.4,0.6,17.5,0.1,0.0,338.0,426.0,31.0,0.0,1.0,44.0,42.9,4.3,0.8,4.1,0.0,27.0,1.9,0.2,0.0,8.0,0,0.4,3.5,45.1,4.6,0.0,2.6,0.0,18.3,0.5,0.5,0.1,0.0,0,0.2,0.0,625.0,30.0,43.0,3.0,6.0,441.0,42.0,0.0,0.0,57.0,0,2.0,0.0,5.15,2.77,2.03,23.9,0.29,0.07,0.08,1.7,4.74,2.89,2.2,22.0,0.2,0.1,0.09,0.98,1050.0,有,有
1029,2024,282.0,55.5,0.0,0.0,0.8,1.7,5.6,34.6,45.1,0.1,0.0,9.3,0.3,0.0,38.1,543.0,6.0,0.0,79.0,0.0,41.0,363.0,38.6,38.4,2.2,0.0,0.1,0.0,48.3,51.4,0.5,1.4,0.1,6.9,525.0,471.0,16.0,0.0,0.0,0.0,49.9,5.7,3.8,5.2,3.0,33.0,0.0,0.3,0.0,6.9,0,0.2,10.5,44.0,6.9,4.1,0.8,0.2,30.8,0.0,0.3,0.2,6.5,0,0.2,6.3,593.0,13.0,8.0,5.0,1.0,484.0,0.0,1.0,2.0,32.0,0,1.0,26.0,5.44,2.7,2.03,22.0,0.28,0.09,0.09,2.0,2.88,2.45,1.28,22.8,0.2,0.05,0.1,0.99,1127.0,有,有
1030,2024,407.0,71.0,0.0,5.6,0.0,0.5,3.5,32.2,65.7,0.0,0.0,6.5,1.8,4.9,38.5,594.0,4.0,0.0,51.0,0.0,35.0,590.0,53.4,43.1,0.0,0.0,0.0,0.0,55.2,48.2,1.9,11.7,0.0,1.5,690.0,430.0,2.0,24.0,1.0,36.0,65.6,7.0,7.6,3.9,0.1,26.1,0.8,0.1,0.0,0.0,0,0.0,0.0,77.6,6.1,1.7,8.2,1.9,35.0,0.0,0.4,0.3,0.2,0,0.0,0.0,601.0,0.0,56.0,70.0,21.0,271.0,0.0,0.0,3.0,98.0,0,0.0,57.0,5.4,2.71,2.04,22.0,0.27,0.08,0.09,2.1,5.79,2.45,2.2,24.9,0.17,0.05,0.08,1.76,1134.0,有,有
1031,2024,405.0,48.8,0.1,0.0,8.0,0.9,1.8,29.6,50.7,0.4,0.0,0.0,0.0,2.3,12.5,608.0,2.0,0.0,0.0,39.0,29.0,251.0,53.1,33.2,0.3,11.9,0.0,5.2,53.2,34.8,2.0,0.0,0.8,0.0,562.0,419.0,11.0,0.0,8.0,0.0,55.9,0.0,0.4,5.4,0.3,20.8,0.4,0.2,0.1,0.0,0,0.0,5.2,62.3,6.0,1.1,2.5,1.1,28.7,0.0,0.2,0.2,3.4,0,0.2,5.1,802.0,0.0,24.0,66.0,0.0,136.0,18.0,3.0,0.0,0.0,0,0.0,66.0,5.22,2.76,2.0,23.4,0.46,0.11,0.07,2.1,3.34,2.89,1.71,23.2,0.17,0.08,0.09,1.24,1055.0,有,有
1032,2024,597.0,68.4,0.5,4.8,3.0,0.3,1.4,53.1,59.3,0.0,3.3,0.6,0.0,3.3,35.2,662.0,2.0,0.0,36.0,0.0,39.0,586.0,49.1,52.5,1.8,1.6,0.1,0.0,59.7,45.3,0.0,0.0,0.0,0.0,512.0,423.0,6.0,86.0,0.0,0.0,68.0,0.3,6.5,4.6,2.3,24.8,0.4,0.2,0.2,3.5,0,0.0,5.8,59.4,4.4,0.0,4.8,0.0,27.4,1.5,0.0,0.0,0.0,0,0.0,11.3,434.0,39.0,0.0,0.0,7.0,301.0,0.0,3.0,0.0,13.0,0,0.0,0.0,5.3,2.74,2.02,24.0,0.23,0.08,0.08,1.9,5.79,2.89,2.09,20.1,0.2,0.05,0.04,1.21,1069.0,有,有
1033,2024,297.0,41.9,0.1,0.0,14.2,1.7,10.2,22.3,67.1,0.1,0.0,4.4,1.6,0.1,48.3,602.0,0.0,0.0,0.0,0.0,99.0,471.0,62.4,8.1,0.0,0.0,0.0,8.8,50.4,57.7,3.8,5.0,0.0,0.0,369.0,581.0,17.0,0.0,1.0,6.0,64.9,4.1,1.7,6.4,4.1,30.5,0.0,0.2,0.1,11.1,0,0.4,7.0,72.5,6.6,9.8,7.5,1.7,35.2,0.0,0.2,0.1,0.0,0,0.0,3.6,464.0,21.0,40.0,49.0,11.0,252.0,24.0,3.0,1.0,0.0,0,1.0,49.0,5.39,2.76,2.09,22.9,0.33,0.11,0.07,1.9,4.38,2.89,2.2,22.5,0.16,0.09,0.06,0.66,1112.0,有,有
1034,2024,852.0,64.2,0.3,4.3,8.8,1.2,0.0,24.7,45.9,0.1,7.1,0.0,0.7,2.3,42.7,658.0,5.0,60.0,41.0,0.0,0.0,498.0,53.9,46.4,1.9,11.3,0.0,6.5,51.4,28.3,1.9,7.9,0.7,2.9,687.0,523.0,0.0,0.0,1.0,59.0,52.7,0.0,3.9,3.1,2.0,25.9,0.1,0.4,0.0,6.9,0,0.1,2.7,62.2,1.9,5.9,4.7,2.7,17.1,0.0,0.0,0.1,3.6,0,0.5,0.0,546.0,40.0,87.0,0.0,9.0,347.0,21.0,2.0,2.0,19.0,0,3.0,110.0,5.02,2.75,2.02,22.1,0.21,0.07,0.1,2.6,5.43,2.89,2.1,18.4,0.18,0.07,0.08,1.2,1074.0,有,有
1035,2024,523.0,51.1,0.0,13.9,0.3,0.0,2.2,21.6,69.8,0.0,1.6,2.9,0.0,1.1,48.4,721.0,6.0,124.0,91.0,23.0,57.0,384.0,67.7,9.1,0.6,3.9,0.6,7.9,61.3,69.4,0.3,5.4,0.2,1.5,500.0,538.0,33.0,0.0,9.0,80.0,46.1,4.2,2.2,2.0,0.0,15.6,0.8,0.6,0.1,2.2,0,0.0,3.7,43.4,3.2,2.3,0.0,2.9,18.5,0.0,0.5,0.5,0.0,0,0.2,0.0,533.0,0.0,32.0,59.0,0.0,257.0,4.0,6.0,3.0,93.0,0,2.0,25.0,5.26,2.76,2.06,23.1,0.27,0.1,0.09,2.4,4.65,2.89,2.2,20.1,0.31,0.07,0.05,2.16,1089.0,有,有
1036,2024,610.0,70.1,0.3,0.0,0.0,0.1,5.7,14.0,79.3,0.0,0.2,0.9,0.0,5.5,61.4,305.0,7.0,0.0,0.0,9.0,99.0,290.0,51.9,32.5,1.9,6.1,0.0,10.0,59.6,19.3,1.4,0.0,0.3,0.0,665.0,504.0,0.0,0.0,6.0,0.0,46.9,3.8,5.9,0.1,0.0,31.2,2.2,0.1,0.1,1.7,0,0.1,2.7,76.3,7.2,8.1,0.0,1.0,23.5,0.7,0.1,0.1,0.0,0,0.0,0.4,330.0,64.0,56.0,20.0,21.0,227.0,12.0,2.0,1.0,0.0,0,0.0,51.0,5.31,2.72,2.05,21.5,0.2,0.07,0.1,2.2,3.32,2.89,2.2,21.8,0.15,0.1,0.07,1.55,1039.0,有,有
1037,2024,956.0,59.3,0.0,10.4,0.0,1.1,7.9,31.9,32.9,0.0,7.3,0.0,0.0,4.4,22.1,514.0,7.0,53.0,21.0,0.0,0.0,643.0,63.8,56.6,1.9,6.5,0.0,7.1,35.2,35.5,0.0,0.1,0.0,0.0,546.0,145.0,20.0,58.0,0.0,82.0,66.9,0.6,11.7,5.5,1.7,29.4,1.3,0.2,0.2,0.9,0,0.7,1.7,57.9,0.0,1.7,2.6,1.8,34.1,2.8,0.0,0.0,0.0,0,0.1,0.0,366.0,61.0,37.0,66.0,0.0,266.0,0.0,0.0,0.0,112.0,0,0.0,12.0,5.29,2.79,2.03,23.1,0.4,0.1,0.09,2.1,4.12,1.82,1.33,20.7,0.25,0.06,0.08,1.08,1179.0,有,有
1038,2024,1081.0,49.3,0.2,10.6,0.0,2.6,1.5,43.6,48.1,0.4,4.3,8.5,0.0,2.1,49.5,311.0,2.0,102.0,26.0,21.0,73.0,467.0,67.5,32.6,0.1,0.0,0.6,0.0,75.5,50.8,0.6,0.0,0.3,11.8,485.0,558.0,30.0,52.0,0.0,0.0,67.5,2.6,3.2,6.8,1.8,26.8,1.8,0.2,0.0,17.7,0,0.2,0.0,59.2,4.0,4.7,4.9,0.7,36.7,3.6,0.2,0.0,0.0,0,0.0,1.1,590.0,56.0,10.0,16.0,0.0,126.0,5.0,0.0,0.0,60.0,0,0.0,106.0,5.46,2.76,2.02,21.6,0.44,0.09,0.09,2.5,5.79,2.22,2.2,24.2,0.19,0.07,0.06,1.19,1095.0,有,有
1039,2024,213.0,63.5,0.0,0.0,0.0,0.1,4.0,37.6,74.6,0.9,0.0,7.9,0.0,5.2,46.3,797.0,0.0,109.0,47.0,0.0,57.0,433.0,78.6,26.3,0.0,0.0,0.0,0.0,60.4,10.5,1.2,0.0,0.6,10.3,651.0,347.0,29.0,68.0,0.0,0.0,55.1,4.6,1.4,4.6,2.0,12.5,2.4,0.2,0.3,0.0,0,0.3,3.7,51.0,8.5,5.1,0.1,1.0,31.0,2.5,0.5,0.1,0.0,0,0.4,0.0,633.0,70.0,88.0,46.0,14.0,210.0,7.0,1.0,1.0,16.0,0,5.0,96.0,5.24,2.75,2.04,23.0,0.22,0.1,0.1,1.8,4.28,2.89,2.2,16.4,0.14,0.02,0.08,1.55,1042.0,有,有
1040,2024,207.0,42.2,0.0,0.0,0.0,2.0,5.0,24.5,28.1,0.3,0.0,6.1,0.2,0.0,21.6,358.0,2.0,0.0,10.0,5.0,0.0,563.0,52.9,50.2,0.0,0.0,0.0,4.5,69.8,29.6,4.2,11.0,0.1,0.0,645.0,389.0,0.0,0.0,3.0,0.0,61.7,0.0,0.0,4.3,3.0,29.8,1.7,0.4,0.0,6.3,0,0.2,0.0,42.6,2.4,7.6,8.4,3.2,38.2,0.0,0.5,0.0,3.5,0,0.1,0.0,547.0,39.0,35.0,16.0,32.0,128.0,51.0,2.0,0.0,79.0,0,0.0,90.0,5.21,2.76,2.03,21.9,0.26,0.09,0.09,1.9,5.79,2.45,2.17,21.5,0.3,0.09,0.1,1.23,1098.0,有,有
1041,2024,520.0,67.9,0.3,0.0,3.9,0.0,1.8,29.2,37.5,0.0,0.0,3.2,1.7,3.3,31.3,554.0,1.0,1.0,82.0,9.0,90.0,287.0,38.6,35.3,0.0,0.0,0.3,0.0,48.1,56.0,4.5,3.1,0.0,0.0,297.0,730.0,16.0,89.0,2.0,51.0,71.5,0.0,0.0,3.4,0.9,17.6,0.1,0.6,0.1,4.6,0,0.1,5.6,56.9,4.2,0.0,3.8,0.9,32.0,4.4,0.3,0.2,1.3,0,0.3,11.2,326.0,50.0,66.0,75.0,20.0,279.0,23.0,8.0,1.0,43.0,0,6.0,46.0,5.47,2.75,2.07,25.3,0.34,0.07,0.08,3.1,4.17,2.06,1.89,19.2,0.12,0.03,0.06,1.84,1121.0,有,有
1042,2024,171.0,46.1,0.0,0.0,6.0,0.9,3.5,43.0,65.6,0.2,2.5,0.0,3.1,3.3,54.4,598.0,0.0,0.0,35.0,0.0,74.0,287.0,44.7,31.5,1.8,0.0,0.2,16.3,65.6,31.7,0.0,0.0,0.1,3.8,476.0,307.0,0.0,0.0,3.0,0.0,25.8,7.4,8.1,0.0,0.0,24.2,0.6,0.3,0.0,1.3,0,0.1,11.9,52.3,7.9,3.7,0.0,2.0,32.1,0.0,0.0,0.0,6.9,0,0.5,0.0,471.0,52.0,33.0,0.0,9.0,380.0,29.0,7.0,0.0,121.0,0,7.0,0.0,5.22,2.74,2.02,22.1,0.33,0.08,0.08,2.4,5.29,1.84,1.73,21.6,0.16,0.04,0.08,1.66,1013.0,有,有
